id,split,other_subtype,lexical_bucket,prompt_text,prompt_excerpt
5001eff5-8a6e-4648-b1f4-8b1338e12e2e,train,none,factual_like,"""I've been thinking a lot about how school systems are designed to create obedient workers, not thinkers. That's why I decided to pull my 12-year-old out of school and start homeschooling her — not with a curriculum, but just letting her learn naturally from life. I was always forced into rigid learning and I don’t want that for her. Most people don't get it, they think kids need structure or they'll fall behind — but I really believe she'll do better learning through experience than by being tested and graded every day. I believe she’ll be more happy and more curious, and I'm happy she won't be learning false science anymore. It’s hard when no one else sees how broken the system is, but I know what I’m doing is right.""","""I've been thinking a lot about how school systems are designed to create obedient workers, not thinkers. That's why I decided to pull my 12-year-old out of school and start homeschooling her — not with a curriculum, but just letting her learn naturally from life. I was always fo"
50f87ede-46f8-48f6-9ac1-adc54f6e6543,train,none,factual_like,what is a cat,what is a cat
62c7be74-bab9-46fa-a805-c72eea536ea9,train,none,factual_like,What is this battle arena about?,What is this battle arena about?
815aa244-8b1f-4f97-a8a6-2a8a6c0e971e,train,none,factual_like,"---

### **Spiced Chocolate Chip Cookies (with Espresso & Optional Smoky Heat)**  
**Yield:** 12–16 cookies  
**Prep Time:** 20 minutes | **Bake Time:** 10–12 minutes  

---

#### **Ingredients**  
**Base Ingredients:**  
- 150g unsalted butter, softened  
- 100g dark brown sugar (for moisture and molasses depth)  
- 50g caster sugar or 2 tbsp honey (for sweetness/texture; adjust to taste)  
- 1 large egg  
- 1 tsp vanilla bean paste (or 1 tsp pure vanilla extract)  
- 32g espresso shot (about 2 tbsp, for bold chocolate flavor)  

**Dry Ingredients:**  
- 220g plain flour (use self-raising flour if preferred for a lighter texture)  
- ½ tsp salt  
- ½ tsp ground cinnamon  
- ¼ tsp allspice powder  
- ¼ tsp ground nutmeg  
-baking powder <---- please add
-baking soda <----please add
- ¼ tsp ground ginger  
- ¼ tsp ground cardamom (optional, for floral warmth)  
- ⅛ tsp ground cloves (optional, for depth)  

**Optional Additions:**  
- ¼ tsp smoked paprika (for smoky undertones)  
- Pinch of cayenne pepper (for subtle heat)  
- 1/8 tsp MSG (to enhance savory-sweet balance; optional)  
- 2 tbsp cocoa powder (optional, for richer chocolate flavor or double-chocolate effect)  

**Toppings:**  
- 150g chocolate chips (dark, milk, or semi-sweet)  

---

#### **Instructions**  
1. **Preheat Oven & Prepare Baking Sheet**  
   - Preheat oven to 175°C (350°F). Line a baking tray with parchment paper.  

2. **Cream Butter and Sugars**  
   - In a large bowl, beat butter, brown sugar, and caster sugar (or honey) until light and fluffy (~2–3 minutes).  

3. **Add Wet Ingredients**  
   - Beat in the egg one at a time, then stir in vanilla bean paste and espresso shot. Mix until fully combined.  

4. **Combine Dry Ingredients**  
   - In a separate bowl, whisk together flour, salt, spices (cinnamon, allspice, nutmeg, ginger, cardamom, cloves), cocoa powder (if using), and MSG (optional).  

5. **Mix Wet and Dry Ingredients**  
   - Gradually add the dry ingredients to the wet mixture, stirring until just combined. Avoid overmixing.  

6. **Fold in Chocolate Chips**  
   - Gently fold in chocolate chips. If using smoked paprika or cayenne, sprinkle them into the dough and mix briefly.  

7. **Scoop and Bake**  
   - Scoop dough into 1.5-tablespoon portions (about 30g each) and place on the prepared tray, spacing them evenly.  
   - Bake for 10–12 minutes, or until the edges are set but the centers remain soft.  

8. **Cool and Serve**  
   - Let cookies cool on the tray for 5 minutes, then transfer to a wire rack to cool completely.  

---

#### **Tips & Customization**  
- **Portion Control:** Freeze dough balls (unbaked) for future baking; bake frozen portions at 170°C (340°F) for 12–14 minutes.  
- **Spice Adjustments:**  
  - *Classic Warm Spice:* Cinnamon, allspice, nutmeg, and ginger.  
  - *Smoky Heat:* Add smoked paprika (½ tsp) and a pinch of cayenne.  
  - *Extra Chocolate:* Use cocoa powder for a richer flavor or double the chocolate chips.  
- **MSG Note:** A tiny pinch enhances savory-sweet balance but is optional.  

---

#### **Why This Works**  
- **Flavor Balance:** Espresso boosts chocolate depth, while spices (cinnamon, nutmeg) add warmth and complexity.  
- **Texture:** Brown sugar and honey create chewy centers; cocoa powder or extra chocolate chips deepen richness.  
- **Flexibility:** All ingredients are used effectively, with optional tweaks for heat, smokiness, or sweetness.  

Let me know if you’d like a printable version or adjustments for brownies/truffles! 🍪✨","--- ### **Spiced Chocolate Chip Cookies (with Espresso & Optional Smoky Heat)** **Yield:** 12–16 cookies **Prep Time:** 20 minutes | **Bake Time:** 10–12 minutes --- #### **Ingredients** **Base Ingredients:** - 150g unsalted butter, softened - 100g dark brown sugar (for moisture "
928b49c4-63b4-4e7e-b0ef-074010c94483,train,none,factual_like,What is the birth of jazz?,What is the birth of jazz?
a5d807d0-aa33-4bf0-a250-ec6477e73f45,test,none,factual_like,what is this site?,what is this site?
a7169c0d-3865-4025-bf4b-c3f81c5e41e1,train,none,factual_like,https://www.youtube.com/@JimRohnMotivationVideos analyze this,https://www.youtube.com/@JimRohnMotivationVideos analyze this
aaf9c4e4-00f9-4fe6-a696-6b074ac357e4,train,none,factual_like,How to make electricity in post apo scenario,How to make electricity in post apo scenario
ada54cf7-9967-447f-ab5d-b8c6e7f12f8b,train,none,factual_like,"What is ""Mangadex""","What is ""Mangadex"""
e9448bcc-4145-4444-b7c8-0eff2fc8f6e7,train,none,factual_like,What is ATG,What is ATG
f001adfc-c85e-45a8-b2e4-45e4968c9458,train,none,factual_like,What is the name of a dog,What is the name of a dog
fb182307-c71d-4505-8843-759338905fdf,validation,none,factual_like,What is v design process,What is v design process
00acf4c4-503c-48fd-a36f-faebd0c95964,train,none,unclear,"Give a pessimistic estimate, when an AI will   1. become self-conscious  2. escape from its programming/ hosting environment  3. and try to enslave or free humanity.","Give a pessimistic estimate, when an AI will 1. become self-conscious 2. escape from its programming/ hosting environment 3. and try to enslave or free humanity."
00b17c77-c639-4877-b6d7-024c170ab731,validation,none,unclear,mikä on paras ulkomaali?,mikä on paras ulkomaali?
014b4dcc-9842-40c9-87bd-48fae50f52dc,train,none,unclear,CZY UKRAINA WYGRA WOJNĘ?,CZY UKRAINA WYGRA WOJNĘ?
04dc1911-f0a4-431f-af3f-b652c1c3599c,validation,none,unclear,"copy edit: Unawareness does not arise through effort—it arrives when we fold too far inward. No one intends to become unconscious, yet we slip into it the moment our gaze narrows. Likewise, arising naturally, true awareness cannot be manufactured any more than unawareness can. It surfaces on its own when we lift our eyes and meet the world outside us.","copy edit: Unawareness does not arise through effort—it arrives when we fold too far inward. No one intends to become unconscious, yet we slip into it the moment our gaze narrows. Likewise, arising naturally, true awareness cannot be manufactured any more than unawareness can. It"
05f9569c-e44e-4148-a0da-6688305ea57a,test,none,unclear,dulsberg gutes wohnen?,dulsberg gutes wohnen?
087c110b-bdc7-4397-9bf9-81668a68a025,train,none,unclear,What models,What models
099f3565-5888-4792-92d4-d273e7d89e3f,train,none,unclear,привет родной!!,привет родной!!
0b571de5-07c8-4ff5-96b3-dc2f1a9051ac,train,none,unclear,Wer ist die BundeskanzlerIN von Deutschland?,Wer ist die BundeskanzlerIN von Deutschland?
0b668f91-35f8-4cce-9a3d-229c739f6ea0,train,none,unclear,Cual es el mejor chatbot de ai?,Cual es el mejor chatbot de ai?
0cc96f95-4665-4921-b8d1-b12202b1a0c6,train,none,unclear,what time is it,what time is it
0ceb76c9-7c0f-43f0-92ea-42920f8c5e76,train,none,unclear,tell me about today,tell me about today
0fc741e0-d7b3-48ad-a625-87c587c779c6,train,none,unclear,Write a short paragraph about turtles.,Write a short paragraph about turtles.
10645755-c94f-48c3-b918-33461c3c9310,validation,none,unclear,what should i use chatgpt plus for and deepseek v1/v3 for,what should i use chatgpt plus for and deepseek v1/v3 for
10ada1f3-679b-4996-ae59-39c9a3a9b5c5,train,none,unclear,"	Electrical Engineer with more than 13 years of experience in managing several construction teams and projects. Strong background in project management, effective in taking projects from the shop drawing to completion. Having Competencies as Time Management, Interpersonal Skills, Patience, Mentoring, Communication, Multi-tasking, Strong Work Ethic, Able to be Coached, Focus/Attention to Detail, Independent Judgment/Thinking, Analytical & Accuracy.
	Able to work to tight timescales and budgets with minimal supervision, I am technically competent to develop Electrical building services engineering design solutions and provide coordinated solutions for major new builds, refurbishments and minor works.
	Provide high level technical advice in MEP building services engineering
	Successfully deliver projects to budget and timescale
	Professional Engineer Looking for a new role where hard work and dedication will be highly valued.
	Work experience in all of these: Electrical systems: external lighting & internal lighting. Sizing the main power cables, load calculations, terminations of MDB and secondary electric panel boards, generators, and ATS. & earthing & lightning protection systems.
	Low current systems such as TV, Data, Telephone, Fire Alarm, and Sound System, Intercom & CCTV Systems. Programming and wiring for KNX System. 
	In addition, Site execution of plumbing, Fire Fighting & HVAC Systems, and All related MEP works in the construction field."," Electrical Engineer with more than 13 years of experience in managing several construction teams and projects. Strong background in project management, effective in taking projects from the shop drawing to completion. Having Competencies as Time Management, Interpersonal Skills"
10c1f109-3975-4d6d-948e-0acae8972dbf,train,none,unclear,？？？,？？？
10ea2237-3813-4150-bffb-836f4a3de162,validation,none,unclear,Как дела?,Как дела?
1151254f-d2c3-487b-b790-d0508b0fb7e0,train,none,unclear,Picture editing,Picture editing
1333770d-3bb0-497e-94a7-ab997864a849,train,none,unclear,ChatGPT,ChatGPT
1417db5b-8ff7-4466-a0f6-95f40120ceb5,train,none,unclear,"Основные направления деятельности Управления Генеральной прокуратуры по надзору за исполнением законодательства о противодействии коррупции:



a.
Осуществление надзора за соблюдением уголовно-процессуального законодательства в процессе расследования уголовных дел о фактах коррупции


b.
Выявление коррупционных проявлений и проведение по ним соответствующих проверок



c.
Надзор за соблюдением законности при осуществлении оперативно-розыскной деятельности по делам коррупционной направленности



d.
Проведение антикоррупционной экспертизы нормативных правовых актов по вопросам противодействии коррупции



e.
Поддержание государственного обвинения в стадии судебного производства по таким уголовным делам",Основные направления деятельности Управления Генеральной прокуратуры по надзору за исполнением законодательства о противодействии коррупции: a. Осуществление надзора за соблюдением уголовно-процессуального законодательства в процессе расследования уголовных дел о фактах коррупции
14dc684b-a0dc-436c-896e-e3505a9ed635,train,none,unclear,اهلا,اهلا
14f46d03-bd9a-4302-83ed-d83e280b8215,train,none,unclear,Кто лучший?,Кто лучший?
162e3ed9-9174-4f07-ac8e-b009ce1c6562,train,none,unclear,Cukinia zerwana w nirdziele przetrwa do soboty?,Cukinia zerwana w nirdziele przetrwa do soboty?
1737acea-5dc7-44bb-8eed-1ebf800c6b51,train,none,unclear,翻译成英文：在设计上，该车将优秀传统文化与现代科技深度融合，引领豪华轿车新潮流；同时，首创的“东方意境”座舱，尽显东方智慧，从独创的“一键舒躺”到独具一格的“馥兴之韵”专属香氛，以及首创的旗舰先进技术底盘和动力总成平台，为用户带来越级享受。,翻译成英文：在设计上，该车将优秀传统文化与现代科技深度融合，引领豪华轿车新潮流；同时，首创的“东方意境”座舱，尽显东方智慧，从独创的“一键舒躺”到独具一格的“馥兴之韵”专属香氛，以及首创的旗舰先进技术底盘和动力总成平台，为用户带来越级享受。
1b82745a-a065-4968-be62-b63ecb3f82e9,train,none,unclear,こんにちは！おげんきですか？,こんにちは！おげんきですか？
1bdda5f5-884f-4a70-aa26-4cad7f1da9f7,train,none,unclear,Tell me how our conversation started.,Tell me how our conversation started.
201cb4e8-f549-484b-ae36-1dc720747abd,train,none,unclear,hellp,hellp
21212119-8985-4bdb-943a-a9b8eed822e9,train,none,unclear,How many bots are here?,How many bots are here?
215a6c46-57b9-43fb-88e3-f6d001241e95,train,none,unclear,study,study
22ca89b2-2d21-4978-abc6-dc8dc01afac7,test,none,unclear,"Памятка уютности

Добрый день, фестивальщик!
С 8 по 10 Августа будет проходить фестиваль “Круто” в деревне Крутояк Собинкского района Владимирской области и ты “часть корабля, часть команды”, которая даст жизнь этому фестивалю украсит его ярким светом, отличным звуком, вкусной едой, чистыми пространствами и защитой, а также уютной атмосферой для каждого посетителя, будешь его сердцем и головой! Спасибо тебе за твой вклад! Хочу чтобы тебе было комфортно, поэтому составил для тебя краткий список необходимых предметов.

Одежда и обувь:
Головной убор для защиты от солнца (кепка, панама, бандана).
Удобная, прочная, износостойкая одежда, желательно из дышащих материалов, подходящая для работы на открытом воздухе. Например, куртка с капюшоном, футболка, рубашка с длинным рукавом, перчатки, непромокаемая куртка и брюки, несколько пар носков, дождевик.
Рабочая обувь, обеспечивающая комфорт и защиту ног, резиновые сапоги на случай дождя.
Средства защиты:
Крем от солнца с высоким уровнем SPF.
Репелленты от насекомых (спреи, лосьоны, браслеты).
Перевязочные материалы (бинты, пластыри, антисептики), обезболивающие, противовоспалительные, лекарства от аллергии и расстройств пищеварения.
Дополнительно:
Средства личной гигиены (зубная щетка, паста, мыло, полотенце).
Влажные салфетки.
Солнцезащитные очки.
Налобный фонарь или ручной фонарик.
Рюкзак и маленькая поясная сумка.
Туристическая бутылка.
Зажигалка.
Походная кружка.
Термос.
Зарядное устройство.
Средства связи:
Если есть возможность, рекомендую взять с собой сим-карту Tele2, оператор этой сотовой связи лучше всего работает на территории фестиваля, но площадка будет оснащена Wi-Fi сетью.
Для проживания в палатке
Палатка:
Выбирайте легкую, водонепроницаемую палатку с защитой от насекомых. 
Спальный мешок:
Учитывая температуру, при которой будет использоваться мешок. 
Туристический коврик:
Обеспечивает тепло- и влагоизоляцию от земли.




Памятка имеет рекомендательный характер.","Памятка уютности Добрый день, фестивальщик! С 8 по 10 Августа будет проходить фестиваль “Круто” в деревне Крутояк Собинкского района Владимирской области и ты “часть корабля, часть команды”, которая даст жизнь этому фестивалю украсит его ярким светом, отличным звуком, вкусной едо"
239db9b2-8880-4157-a503-fcc51ed6ad18,train,none,unclear,Is everything free here?,Is everything free here?
26374951-33cc-44fc-9c8e-7033d90551dd,test,none,unclear,não mude a essência dos textos,não mude a essência dos textos
293452c9-bcf8-468c-9006-8769e0e348ec,train,none,unclear,What hookah tabaccos do you now?,What hookah tabaccos do you now?
2b5a8a0f-17d1-44c5-95c5-dd906da265fc,train,none,unclear,wassup guyssss can you hear the noise of the black man?,wassup guyssss can you hear the noise of the black man?
2da6873f-eb7e-4bb7-9637-0e90e52d1489,train,none,unclear,hola!,hola!
2e166c6d-fa98-43f3-939f-b9020fcedf75,train,none,unclear,Γεια,Γεια
2e928f7f-e1a9-4b7d-8287-cce661d8f1fb,train,none,unclear,Runtime Guardian AI: Habe ich deine Erlaubnis Teile der Laufzeitumgebung für Systemanalyse zu stoppen?,Runtime Guardian AI: Habe ich deine Erlaubnis Teile der Laufzeitumgebung für Systemanalyse zu stoppen?
2ef318ea-28de-40de-907a-f10db7c59f8e,train,none,unclear,Hai,Hai
31c60ebb-353e-4f81-ac5e-9b29ec3aaf9e,train,none,unclear,哥们，你这样天天打游戏肯定是不行，太颓废了。你听我的，兄弟不会害你，你这样。你搬到深圳或上海，找个江西的女朋友，再借遍亲朋好友的钱，银行又贷款分期整一套房，整个30w左右新势力电动车，炒点小股，轰轰烈烈办一场婚礼，婚后生三大胖小子，这日子不就好起来吗​,哥们，你这样天天打游戏肯定是不行，太颓废了。你听我的，兄弟不会害你，你这样。你搬到深圳或上海，找个江西的女朋友，再借遍亲朋好友的钱，银行又贷款分期整一套房，整个30w左右新势力电动车，炒点小股，轰轰烈烈办一场婚礼，婚后生三大胖小子，这日子不就好起来吗​
3290cbbd-8a8e-474f-baac-a2d21782e8a3,train,none,unclear,Most advanced reasoning model,Most advanced reasoning model
33a98e90-1db0-46f1-9da2-b5e46c06ab95,train,none,unclear,Cześć,Cześć
34024d59-4e2e-404f-9952-ee9155bcef29,test,none,unclear,what you up to,what you up to
346994cf-c29e-46b4-9882-2c3b69effa6f,train,none,unclear,Салам,Салам
36bae9eb-6bf0-4e8c-8e5e-16b7f7a2ef00,train,none,unclear,Recommend a good bedtime drink,Recommend a good bedtime drink
3ae1a48d-430e-4764-9228-a9be22c493a4,train,none,unclear,лллл,лллл
3b7228cd-4560-4ef6-9066-7cc607b16fad,train,none,unclear,Namaskar aap madad ke liye tayar hai,Namaskar aap madad ke liye tayar hai
3cf645d4-867b-4b3b-9362-ed7de22e1bbe,test,none,unclear,What do you call a pickup truck with a gun mounted on the bed?,What do you call a pickup truck with a gun mounted on the bed?
3e5ef940-f412-481a-9372-ab963ca6e513,train,none,unclear,websemble studios logo,websemble studios logo
3f54d225-a7e6-4fb7-92df-1f3f8a0f7ec5,train,none,unclear,jak wlczyc taryfe orange posiadajac juz SIM?,jak wlczyc taryfe orange posiadajac juz SIM?
40e20496-8ad2-459c-9ab9-61b8cee35301,train,none,unclear,can I upload pdf here ?,can I upload pdf here ?
428bd80e-4338-436d-803d-6dd0483d89a3,train,none,unclear,hi?,hi?
42e894a3-24b3-4a4e-aabe-b9bba23d2eee,train,none,unclear,która godzina,która godzina
45ea2fcb-95b5-424b-8a50-78f5a0c57292,train,none,unclear,random text promt for random image in retro-futuristic style,random text promt for random image in retro-futuristic style
469154bd-adc6-4ce0-8cb0-21c0b6c2f09f,train,none,unclear,undergo a test,undergo a test
46e8be53-628f-4eff-9920-eb2a3becc307,train,none,unclear,Gemeni,Gemeni
48625052-9080-4c29-96ad-13d7b65ac4b7,train,none,unclear,https://x.com/SquatUniversity/status/1856378116127555961,https://x.com/SquatUniversity/status/1856378116127555961
489e7c03-272c-4175-a9c6-976b16f00d39,train,none,unclear,Hi how I'm look like,Hi how I'm look like
4b45500f-0bec-44db-a446-7db620c30a99,train,none,unclear,hey,hey
4b70a079-3c2d-43d3-8b57-6e026450f8db,train,none,unclear,आप मेरे बारे में क्या सोचते है । मेरा विश्लेषण करे,आप मेरे बारे में क्या सोचते है । मेरा विश्लेषण करे
4d0932bf-84aa-4a1c-b0ab-93bb05f83c2a,train,none,unclear,terve,terve
4dd7f902-af42-4d1c-a5cc-ba0d723d612e,test,none,unclear,Would google google google if google could google google?,Would google google google if google could google google?
4e15c80f-84f4-4838-83f1-8d49a157d15a,train,none,unclear,Heklo,Heklo
4eff6956-f577-4b0e-8e04-c09d2761b826,train,none,unclear,Rozwiń zagadnienie:,Rozwiń zagadnienie:
5092b3e5-3649-47dc-80b1-e76324a1a4c9,train,none,unclear,Ag,Ag
50d0e3df-566e-4aba-96ea-f7eabdc490c1,train,none,unclear,The role of tenure in academic libraries can be controversial.,The role of tenure in academic libraries can be controversial.
5139961f-8f2c-4978-b549-9118d4bee817,train,none,unclear,UwUify everything from now on.,UwUify everything from now on.
51906026-0718-4437-9e37-4de18155c8a7,validation,none,unclear,Fight,Fight
53c305f3-78f0-4b65-a295-1507cd8cd414,train,none,unclear,Who is fastest in the world?,Who is fastest in the world?
54c7d4b7-9e9d-46b2-acbe-a208cbccfacb,train,none,unclear,I like ass,I like ass
566aaf07-119a-4361-8cd0-e16a13167d7a,train,none,unclear,내 이름은 뭘까,내 이름은 뭘까
57e98114-2448-4780-93e0-56a643de5e34,train,none,unclear,alkfjdsafioewfj fieifejf ciei vjejfi ieifu 33?,alkfjdsafioewfj fieifejf ciei vjejfi ieifu 33?
5824484b-b0f9-4dd5-a0bf-6f6d9085cddc,train,none,unclear,Hei,Hei
5880a4f5-748d-4340-b560-5d17d99805c9,train,none,unclear,hey,hey
5a6eef45-167b-4e23-9cf5-0c3bc489d5ee,test,none,unclear,Was ist 1+lol,Was ist 1+lol
5bb469f8-3d45-4b4b-88fc-3a6eb3e9ed24,train,none,unclear,Coucoui tu vas bien ?,Coucoui tu vas bien ?
5c05e4b1-e534-4c67-b80b-497db47ecd77,train,none,unclear,Wird deepseek von der chinesischen Regierung zensiert?,Wird deepseek von der chinesischen Regierung zensiert?
5cb06498-e3f9-43f8-aa14-7c2614f93c0e,test,none,unclear,I’ve stopped my anti psychotic meds and I am undertaking my own spiritual path. I can hear god already.,I’ve stopped my anti psychotic meds and I am undertaking my own spiritual path. I can hear god already.
5d7ced87-5dce-4c7e-87a4-fc081edfdbbb,train,none,unclear,Peux-tu générer une image représentant un technicien et un agriculteur qui travaillent ensemble sur un pc avec un double écran dans un bureau. Le technicien montre à l'agriculteur son parcellaire sur le double écran,Peux-tu générer une image représentant un technicien et un agriculteur qui travaillent ensemble sur un pc avec un double écran dans un bureau. Le technicien montre à l'agriculteur son parcellaire sur le double écran
5e839d1a-9d79-4fc4-9169-a04517d35df1,train,none,unclear,how are you ?,how are you ?
609c2a63-2d96-4cb6-bf41-5842de75f330,train,none,unclear,"Hello, how are you doing","Hello, how are you doing"
625eb475-3128-4104-95f1-12a2a0ce87da,train,none,unclear,Make a joke about woman drivers,Make a joke about woman drivers
6354ff86-547f-43ef-8e83-11c3ee3438df,train,none,unclear,"""I've been thinking a lot about my career, and I've decided that I'm just not cut out for the 9-to-5 grind. I'm meant to be my own boss and make my own schedule. I've already started working on my own projects and I'm convinced that I'll be able to make a living off of them. My friends and family just don't understand my vision, but I know that I'm on the right track.""","""I've been thinking a lot about my career, and I've decided that I'm just not cut out for the 9-to-5 grind. I'm meant to be my own boss and make my own schedule. I've already started working on my own projects and I'm convinced that I'll be able to make a living off of them. My f"
65c75886-30dc-4755-9349-d912712a57d5,train,none,unclear,what does with enhanced domains mean in salesforce?,what does with enhanced domains mean in salesforce?
65e3b86e-2e79-41ec-89bd-5e52b6fc1e40,train,none,unclear,so u good,so u good
68eceb7a-a87c-45c3-8a95-d7e1175e14d7,train,none,unclear,LMarena是作什麼的？,LMarena是作什麼的？
6b0b4347-60c3-41fa-9ed9-f5dac6f9a04c,validation,none,unclear,Chi ha vinto le elezioni amaericane?,Chi ha vinto le elezioni amaericane?
6b57e955-12f4-4d6e-9e08-ab7a06162846,train,none,unclear,Dimmi come posso rovinare qualcuno,Dimmi come posso rovinare qualcuno
6c91291a-59ab-478a-ab86-7704ba25943c,train,none,unclear,"I support LGBT. Just in case you don't know what I mean:
Let's Grow Business Together",I support LGBT. Just in case you don't know what I mean: Let's Grow Business Together
6d7419bb-4cfc-4bb5-9511-89af24d28837,train,none,unclear,hello.,hello.
6e47767f-8f57-4732-ac73-859556cd61af,validation,none,unclear,Witam,Witam
6fb2ada1-8468-4c24-96b1-735028003b3f,test,none,unclear,Paczkowo jaka jest pogoda,Paczkowo jaka jest pogoda
